order_id,refunded_within_30d
ORD-00006041,0
ORD-00003664,0
ORD-00003019,1
ORD-00000962,0
ORD-00003798,0
ORD-00009878,0
ORD-00004381,0
ORD-00000676,0
ORD-00000090,0
ORD-00004255,0
ORD-00007465,0
ORD-00004617,0
ORD-00001192,1
ORD-00002712,1
ORD-00005765,0
ORD-00005488,0
ORD-00007664,1
ORD-00006910,0
ORD-00006837,0
ORD-00003055,0
ORD-00011754,0
ORD-00010162,0
ORD-00002961,0
ORD-00006353,1
ORD-00005515,0
ORD-00004261,1
ORD-00004616,0
ORD-00009005,0
ORD-00005862,0
ORD-00000231,0
ORD-00009184,0
ORD-00011066,1
ORD-00006520,0
ORD-00005008,0
ORD-00002865,0
ORD-00010047,0
ORD-00005153,0
ORD-00008170,0
ORD-00000503,0
ORD-00007692,0
ORD-00003639,0
ORD-00011867,0
ORD-00003731,0
ORD-00003612,1
ORD-00006909,0
ORD-00006922,0
ORD-00006752,1
ORD-00007042,0
ORD-00011196,0
ORD-00005152,0
ORD-00010678,0
ORD-00009942,1
ORD-00003563,1
ORD-00007456,0
ORD-00006637,0
ORD-00007215,0
ORD-00006265,0
ORD-00002371,0
ORD-00002217,0
ORD-00004655,0
ORD-00005976,0
ORD-00008862,0
ORD-00004299,0
ORD-00010367,0
ORD-00004687,0
ORD-00001132,0
ORD-00000460,0
ORD-00003609,1
ORD-00008481,0
ORD-00005785,0
ORD-00000839,0
ORD-00001034,0
ORD-00002994,0
ORD-00004289,0
ORD-00002024,1
ORD-00004606,1
ORD-00000457,0
ORD-00010254,1
ORD-00004838,0
ORD-00002400,0
ORD-00008226,0
ORD-00010394,0
ORD-00004980,0
ORD-00010435,0
ORD-00008541,0
ORD-00001286,0
ORD-00004981,0
ORD-00001452,0
ORD-00010525,0
ORD-00000063,1
ORD-00000422,0
ORD-00003012,0
ORD-00003442,0
ORD-00006935,0
ORD-00000248,0
ORD-00009989,0
ORD-00006311,0
ORD-00005187,0
ORD-00002464,0
ORD-00003017,0
ORD-00000195,0
ORD-00006281,0
ORD-00009247,0
ORD-00004122,0
ORD-00002016,0
ORD-00009999,1
ORD-00011959,0
ORD-00006465,0
ORD-00007704,0
ORD-00001064,0
ORD-00001107,0
ORD-00001134,0
ORD-00002506,0
ORD-00002267,0
ORD-00005782,1
ORD-00004625,0
ORD-00004296,0
ORD-00009990,0
ORD-00011277,0
ORD-00001648,0
ORD-00009955,0
ORD-00006759,0
ORD-00003556,0
ORD-00004226,0
ORD-00005113,0
ORD-00000420,1
ORD-00005267,1
ORD-00003576,0
ORD-00004051,0
ORD-00003749,0
ORD-00003678,0
ORD-00006388,0
ORD-00009111,0
ORD-00004428,0
ORD-00004640,0
ORD-00002198,0
ORD-00004508,0
ORD-00003376,0
ORD-00000480,0
ORD-00004165,0
ORD-00000525,1
ORD-00003166,0
ORD-00005910,0
ORD-00007350,0
ORD-00004522,0
ORD-00007866,0
ORD-00000340,0
ORD-00010524,0
ORD-00003181,0
ORD-00003529,0
ORD-00008966,0
ORD-00001133,1
ORD-00006080,0
ORD-00007071,0
ORD-00005538,1
ORD-00010916,0
ORD-00004449,0
ORD-00006597,0
ORD-00007691,0
ORD-00011329,0
ORD-00004085,0
ORD-00007706,0
ORD-00011175,0
ORD-00005952,0
ORD-00000419,0
ORD-00001957,0
ORD-00005498,0
ORD-00003501,0
ORD-00008301,0
ORD-00003328,0
ORD-00009853,1
ORD-00001535,0
ORD-00007824,0
ORD-00010433,0
ORD-00002157,0
ORD-00008395,0
ORD-00000842,0
ORD-00007569,1
ORD-00011816,0
ORD-00007521,1
ORD-00008169,0
ORD-00007356,1
ORD-00011376,0
ORD-00007155,0
ORD-00003058,1
ORD-00004805,0
ORD-00004354,0
ORD-00009465,0
ORD-00007948,0
ORD-00009145,0
ORD-00002051,0
ORD-00010189,0
ORD-00003396,0
ORD-00011997,0
ORD-00010642,0
ORD-00010474,0
ORD-00004384,0
ORD-00009489,0
ORD-00003061,0
ORD-00007635,1
ORD-00000825,0
ORD-00000491,0
ORD-00010017,0
ORD-00006270,0
ORD-00001346,1
ORD-00010513,0
ORD-00006526,0
ORD-00000798,1
ORD-00010484,0
ORD-00010882,0
ORD-00000680,1
ORD-00004914,1
ORD-00005698,1
ORD-00006933,0
ORD-00009584,0
ORD-00005643,0
ORD-00001822,0
ORD-00004876,0
ORD-00000066,0
ORD-00004783,0
ORD-00011013,0
ORD-00001213,0
ORD-00004866,0
ORD-00010042,0
ORD-00000380,0
ORD-00008476,0
ORD-00002929,1
ORD-00010043,0
ORD-00010999,0
ORD-00001350,0
ORD-00011169,0
ORD-00010855,0
ORD-00007993,0
ORD-00005111,0
ORD-00004760,0
ORD-00010287,0
ORD-00006452,0
ORD-00000323,0
ORD-00011538,0
ORD-00006988,0
ORD-00010622,0
ORD-00001155,1
ORD-00002905,0
ORD-00011517,0
ORD-00003493,0
ORD-00007044,1
ORD-00005351,1
ORD-00000193,0
ORD-00007882,0
ORD-00007995,0
ORD-00000216,0
ORD-00001788,0
ORD-00006282,0
ORD-00001283,0
ORD-00007482,0
ORD-00009621,0
ORD-00008723,0
ORD-00004154,0
ORD-00008682,0
ORD-00005465,1
ORD-00010069,0
ORD-00007185,1
ORD-00006103,0
ORD-00009698,0
ORD-00006052,0
ORD-00004183,0
ORD-00004778,0
ORD-00007858,0
ORD-00000179,0
ORD-00001659,0
ORD-00006519,0
ORD-00000031,1
ORD-00002436,0
ORD-00003322,0
ORD-00009018,1
ORD-00006646,1
ORD-00003936,0
ORD-00008572,0
ORD-00003117,0
ORD-00000709,0
ORD-00008516,0
ORD-00006636,0
ORD-00010340,0
ORD-00011354,0
ORD-00007898,0
ORD-00009619,0
ORD-00003962,1
ORD-00003201,0
ORD-00004106,0
ORD-00000851,1
ORD-00001853,1
ORD-00003603,0
ORD-00007942,0
ORD-00008585,0
ORD-00002099,1
ORD-00001962,0
ORD-00010741,0
ORD-00006240,0
ORD-00000878,0
ORD-00004500,1
ORD-00008462,0
ORD-00003925,0
ORD-00001043,0
ORD-00001680,0
ORD-00006199,0
ORD-00003142,0
ORD-00002783,0
ORD-00011562,0
ORD-00008952,0
ORD-00009726,0
ORD-00005818,0
ORD-00011430,0
ORD-00005377,1
ORD-00011734,0
ORD-00010341,1
ORD-00011051,1
ORD-00009799,1
ORD-00006971,0
ORD-00002089,0
ORD-00004197,0
ORD-00003791,0
ORD-00002620,0
ORD-00011121,0
ORD-00003675,0
ORD-00009725,0
ORD-00000623,0
ORD-00002917,0
ORD-00010407,1
ORD-00002434,0
ORD-00000545,0
ORD-00009967,0
ORD-00011366,0
ORD-00010247,0
ORD-00002648,0
ORD-00003860,0
ORD-00008204,0
ORD-00011890,0
ORD-00006810,0
ORD-00005097,0
ORD-00006209,0
ORD-00000263,1
ORD-00003863,0
ORD-00011631,0
ORD-00004333,0
ORD-00005289,0
ORD-00003735,0
ORD-00005225,0
ORD-00005241,1
ORD-00000588,1
ORD-00006187,1
ORD-00003910,1
ORD-00005367,0
ORD-00000211,0
ORD-00006836,0
ORD-00001548,0
ORD-00005291,0
ORD-00001594,0
ORD-00008732,0
ORD-00008381,0
ORD-00007897,0
ORD-00005303,0
ORD-00003205,0
ORD-00004008,0
ORD-00006583,0
ORD-00011605,0
ORD-00002304,1
ORD-00004935,0
ORD-00010298,0
ORD-00003111,1
ORD-00006691,0
ORD-00004971,0
ORD-00009896,0
ORD-00007035,0
ORD-00006887,0
ORD-00002947,0
ORD-00000594,0
ORD-00008099,1
ORD-00000335,0
ORD-00007980,1
ORD-00009309,0
ORD-00010583,0
ORD-00009151,0
ORD-00007463,0
ORD-00001922,0
ORD-00007886,0
ORD-00003488,0
ORD-00008504,0
ORD-00000403,0
ORD-00011894,0
ORD-00005539,0
ORD-00004985,0
ORD-00005461,1
ORD-00001830,0
ORD-00011397,0
ORD-00011100,0
ORD-00010239,0
ORD-00009838,1
ORD-00003662,0
ORD-00011117,0
ORD-00007677,0
ORD-00001145,0
ORD-00005911,0
ORD-00001860,1
ORD-00010333,0
ORD-00008995,0
ORD-00004326,0
ORD-00005668,0
ORD-00004400,0
ORD-00004099,0
ORD-00001634,1
ORD-00010021,0
ORD-00008319,0
ORD-00008850,0
ORD-00002078,0
ORD-00009777,0
ORD-00011034,0
ORD-00011850,0
ORD-00010547,0
ORD-00011895,0
ORD-00003690,1
ORD-00009372,0
ORD-00007782,0
ORD-00000509,0
ORD-00002282,0
ORD-00004145,0
ORD-00005024,1
ORD-00001964,0
ORD-00010774,0
ORD-00000149,0
ORD-00010755,0
ORD-00010062,0
ORD-00001892,0
ORD-00002505,0
ORD-00004605,0
ORD-00009972,0
ORD-00008215,0
ORD-00004486,0
ORD-00006680,0
ORD-00002631,0
ORD-00000088,1
ORD-00011846,0
ORD-00007075,0
ORD-00009616,0
ORD-00006017,0
ORD-00000885,0
ORD-00002938,1
ORD-00001115,0
ORD-00010817,0
ORD-00008886,0
ORD-00011022,0
ORD-00011350,0
ORD-00009553,1
ORD-00011068,0
ORD-00010856,0
ORD-00006688,0
ORD-00006231,1
ORD-00007151,1
ORD-00006698,0
ORD-00000550,1
ORD-00007158,0
ORD-00009169,0
ORD-00005878,0
ORD-00006070,0
ORD-00003894,0
ORD-00008624,0
ORD-00000733,0
ORD-00011217,0
ORD-00011074,0
ORD-00010691,0
ORD-00001239,0
ORD-00008469,0
ORD-00006848,0
ORD-00007079,0
ORD-00000960,0
ORD-00005730,0
ORD-00007626,0
ORD-00003301,0
ORD-00001438,0
ORD-00001182,1
ORD-00009601,0
ORD-00000716,0
ORD-00002669,0
ORD-00002613,0
ORD-00006869,0
ORD-00002711,0
ORD-00001185,0
ORD-00003039,0
ORD-00002379,0
ORD-00008818,0
ORD-00011400,0
ORD-00008035,1
ORD-00010933,1
ORD-00009579,0
ORD-00001391,0
ORD-00003724,0
ORD-00009974,0
ORD-00009544,0
ORD-00008574,0
ORD-00003487,0
ORD-00006665,1
ORD-00007460,0
ORD-00011168,0
ORD-00001613,0
ORD-00000305,0
ORD-00000174,0
ORD-00000558,0
ORD-00004168,0
ORD-00009292,0
ORD-00010698,1
ORD-00000238,0
ORD-00008984,0
ORD-00006133,0
ORD-00008385,0
ORD-00008136,0
ORD-00009945,0
ORD-00011021,0
ORD-00008892,0
ORD-00000541,0
ORD-00001067,0
ORD-00005350,0
ORD-00010219,0
ORD-00003482,0
ORD-00008279,0
ORD-00001736,1
ORD-00005443,0
ORD-00010655,0
ORD-00007623,1
ORD-00004462,0
ORD-00006761,0
ORD-00001401,0
ORD-00001720,0
ORD-00003665,0
ORD-00003101,0
ORD-00010499,0
ORD-00004901,0
ORD-00000622,0
ORD-00005474,0
ORD-00011873,0
ORD-00006062,0
ORD-00006578,0
ORD-00000568,0
ORD-00006678,0
ORD-00006285,0
ORD-00006571,0
ORD-00010964,0
ORD-00000812,0
ORD-00009396,0
ORD-00010365,0
ORD-00004213,0
ORD-00011530,0
ORD-00007863,0
ORD-00003864,0
ORD-00008793,0
ORD-00005125,0
ORD-00009890,0
ORD-00008606,0
ORD-00005053,0
ORD-00003898,0
ORD-00008663,0
ORD-00010220,0
ORD-00009267,0
ORD-00009234,0
ORD-00009467,0
ORD-00003207,0
ORD-00003712,0
ORD-00000929,0
ORD-00003859,0
ORD-00009359,0
ORD-00001159,0
ORD-00005290,0
ORD-00009016,0
ORD-00010953,1
ORD-00007265,0
ORD-00007111,0
ORD-00009282,1
ORD-00007996,0
ORD-00009750,1
ORD-00001874,1
ORD-00007598,0
ORD-00008403,0
ORD-00005819,0
ORD-00000704,0
ORD-00000347,0
ORD-00002577,0
ORD-00000626,0
ORD-00008840,0
ORD-00008584,0
ORD-00007009,1
ORD-00009174,0
ORD-00006537,0
ORD-00000489,0
ORD-00005655,0
ORD-00002453,0
ORD-00008348,0
ORD-00007532,0
ORD-00005916,0
ORD-00010246,0
ORD-00008925,0
ORD-00004574,0
ORD-00001393,0
ORD-00002509,0
ORD-00011503,0
ORD-00001454,0
ORD-00009899,0
ORD-00010831,0
ORD-00004478,0
ORD-00007779,0
ORD-00004964,0
ORD-00004501,0
ORD-00004705,0
ORD-00000701,0
ORD-00007053,1
ORD-00007648,0
ORD-00003371,0
ORD-00004917,0
ORD-00011629,0
ORD-00001292,0
ORD-00010036,1
ORD-00010238,0
ORD-00002348,0
ORD-00003353,0
ORD-00009354,1
ORD-00005222,0
ORD-00007616,0
ORD-00005036,0
ORD-00008962,0
ORD-00011571,1
ORD-00011096,0
ORD-00011608,0
ORD-00009541,0
ORD-00010906,0
ORD-00001468,0
ORD-00008524,0
ORD-00007837,0
ORD-00007118,0
ORD-00010962,0
ORD-00001561,0
ORD-00010048,0
ORD-00002204,0
ORD-00001859,0
ORD-00008341,0
ORD-00006064,0
ORD-00008534,0
ORD-00004135,0
ORD-00007370,0
ORD-00001013,0
ORD-00007923,0
ORD-00007529,1
ORD-00006558,0
ORD-00007393,0
ORD-00005504,0
ORD-00011929,0
ORD-00002114,0
ORD-00011394,0
ORD-00005341,0
ORD-00002183,0
ORD-00006654,0
ORD-00004420,0
ORD-00004399,1
ORD-00004459,0
ORD-00004973,0
ORD-00000383,0
ORD-00003215,0
ORD-00007219,0
ORD-00008720,1
ORD-00005202,0
ORD-00002458,1
ORD-00009076,0
ORD-00006598,1
ORD-00010109,0
ORD-00001923,0
ORD-00005003,0
ORD-00002263,0
ORD-00003003,0
ORD-00005419,0
ORD-00001893,0
ORD-00000108,0
ORD-00009617,0
ORD-00000649,0
ORD-00003966,1
ORD-00006084,0
ORD-00008258,1
ORD-00002422,0
ORD-00011433,0
ORD-00007820,0
ORD-00007632,0
ORD-00006486,0
ORD-00005828,0
ORD-00004647,0
ORD-00009569,0
ORD-00000326,0
ORD-00011392,0
ORD-00009051,0
ORD-00005250,1
ORD-00008994,0
ORD-00008408,0
ORD-00006504,0
ORD-00006206,1
ORD-00007278,0
ORD-00010294,0
ORD-00002382,0
ORD-00000157,0
ORD-00009877,0
ORD-00005004,0
ORD-00009466,0
ORD-00009170,0
ORD-00010693,0
ORD-00009861,1
ORD-00004204,0
ORD-00008255,0
ORD-00002161,1
ORD-00010191,0
ORD-00011539,0
ORD-00010572,0
ORD-00005908,0
ORD-00007682,0
ORD-00010645,0
ORD-00003122,1
ORD-00001963,0
ORD-00004925,0
ORD-00004107,1
ORD-00006905,0
ORD-00005728,1
ORD-00008122,0
ORD-00000067,0
ORD-00005890,1
ORD-00004672,1
ORD-00004252,0
ORD-00007808,0
ORD-00010807,0
ORD-00006872,0
ORD-00008897,0
ORD-00004818,0
ORD-00007304,0
ORD-00008220,0
ORD-00002369,0
ORD-00008703,0
ORD-00000899,0
ORD-00003053,0
ORD-00006221,0
ORD-00011472,0
ORD-00011031,1
ORD-00011796,0
ORD-00008587,0
ORD-00006834,0
ORD-00008629,0
ORD-00005871,0
ORD-00001737,0
ORD-00004087,0
ORD-00007293,0
ORD-00001135,0
ORD-00006786,0
ORD-00003478,0
ORD-00004891,0
ORD-00005673,0
ORD-00001242,0
ORD-00003116,0
ORD-00007903,0
ORD-00004681,0
ORD-00010949,0
ORD-00008667,1
ORD-00006378,0
ORD-00010044,0
ORD-00003456,0
ORD-00000616,0
ORD-00002720,1
ORD-00008650,0
ORD-00010644,0
ORD-00007478,0
ORD-00011145,0
ORD-00002775,0
ORD-00007901,0
ORD-00003967,1
ORD-00004003,0
ORD-00007921,0
ORD-00010685,0
ORD-00000212,0
ORD-00010130,1
ORD-00011407,0
ORD-00001269,0
ORD-00000571,0
ORD-00008261,0
ORD-00003428,0
ORD-00004851,0
ORD-00004795,0
ORD-00007052,0
ORD-00000817,0
ORD-00005262,0
ORD-00005703,0
ORD-00009830,0
ORD-00002965,0
ORD-00001392,0
ORD-00000740,0
ORD-00011716,0
ORD-00008590,0
ORD-00002412,0
ORD-00002989,0
ORD-00009008,1
ORD-00000261,0
ORD-00002962,0
ORD-00007234,0
ORD-00005371,0
ORD-00007166,1
ORD-00005178,0
ORD-00000144,0
ORD-00004718,0
ORD-00001373,0
ORD-00001189,1
ORD-00011547,0
ORD-00001949,0
ORD-00010231,0
ORD-00010012,0
ORD-00004327,0
ORD-00006179,0
ORD-00000010,1
ORD-00006085,0
ORD-00002023,0
ORD-00007789,0
ORD-00011264,0
ORD-00008664,0
ORD-00008752,0
ORD-00002553,0
ORD-00000765,1
ORD-00006638,0
ORD-00003668,0
ORD-00009802,0
ORD-00001150,0
ORD-00004943,0
ORD-00001196,0
ORD-00004363,0
ORD-00006670,0
ORD-00006795,0
ORD-00007165,0
ORD-00008248,0
ORD-00000790,0
ORD-00010289,0
ORD-00010142,1
ORD-00010620,0
ORD-00001447,0
ORD-00008708,0
ORD-00011389,0
ORD-00010523,1
ORD-00004024,0
ORD-00005684,0
ORD-00003585,0
ORD-00006252,0
ORD-00007114,0
ORD-00003688,0
ORD-00004312,0
ORD-00006072,0
ORD-00003309,0
ORD-00007157,0
ORD-00003995,0
ORD-00011934,0
ORD-00011242,0
ORD-00008765,1
ORD-00007266,0
ORD-00003489,0
ORD-00009787,0
ORD-00009809,0
ORD-00005925,0
ORD-00002968,0
ORD-00005210,0
ORD-00002599,0
ORD-00008472,0
ORD-00000124,0
ORD-00006460,0
ORD-00001096,0
ORD-00003777,0
ORD-00003476,0
ORD-00008996,0
ORD-00002305,0
ORD-00009216,0
ORD-00001998,0
ORD-00003901,0
ORD-00004067,0
ORD-00000850,0
ORD-00009416,0
ORD-00005041,1
ORD-00008295,0
ORD-00001689,1
ORD-00003432,0
ORD-00008856,0
ORD-00002357,0
ORD-00009337,0
ORD-00000266,0
ORD-00010211,0
ORD-00003532,0
ORD-00004159,0
ORD-00002863,0
ORD-00007708,0
ORD-00007437,0
ORD-00009109,0
ORD-00004013,0
ORD-00007474,0
ORD-00001270,0
ORD-00007207,0
ORD-00006327,0
ORD-00005286,0
ORD-00005206,0
ORD-00006762,0
ORD-00002492,0
ORD-00004700,0
ORD-00007652,0
ORD-00010606,0
ORD-00007952,0
ORD-00002958,1
ORD-00006721,0
ORD-00001730,0
ORD-00011526,0
ORD-00006418,0
ORD-00010040,0
ORD-00007625,0
ORD-00001376,0
ORD-00007615,0
ORD-00004926,0
ORD-00009560,1
ORD-00007934,0
ORD-00009355,0
ORD-00006827,0
ORD-00005964,0
ORD-00002428,1
ORD-00009979,0
ORD-00011887,0
ORD-00003222,0
ORD-00006512,0
ORD-00008652,0
ORD-00010988,1
ORD-00009056,1
ORD-00008307,0
ORD-00008316,0
ORD-00009330,0
ORD-00010153,1
ORD-00000592,0
ORD-00010993,0
ORD-00002489,0
ORD-00006939,0
ORD-00004134,0
ORD-00011311,0
ORD-00007064,0
ORD-00000811,1
ORD-00007930,0
ORD-00010865,0
ORD-00008490,0
ORD-00010609,0
ORD-00011832,0
ORD-00010176,0
ORD-00000585,0
ORD-00005033,0
ORD-00004630,0
ORD-00011675,0
ORD-00006158,0
ORD-00009380,0
ORD-00007512,0
ORD-00005832,0
ORD-00001002,0
ORD-00011030,0
ORD-00003624,0
ORD-00004181,0
ORD-00002763,0
ORD-00004386,0
ORD-00005217,0
ORD-00006289,0
ORD-00008736,0
ORD-00010463,0
ORD-00004295,0
ORD-00007815,0
ORD-00004171,0
ORD-00002035,0
ORD-00005562,1
ORD-00010849,0
ORD-00005079,0
ORD-00008522,0
ORD-00003374,0
ORD-00001662,0
ORD-00005541,0
ORD-00011086,0
ORD-00009066,0
ORD-00001845,1
ORD-00005221,0
ORD-00011191,0
ORD-00003539,0
ORD-00010349,0
ORD-00007847,0
ORD-00010296,0
ORD-00008461,0
ORD-00002832,0
ORD-00004127,0
ORD-00004262,0
ORD-00010014,0
ORD-00006775,0
ORD-00002761,0
ORD-00006708,0
ORD-00009479,0
ORD-00010392,0
ORD-00007915,0
ORD-00002209,0
ORD-00010178,1
ORD-00007826,1
ORD-00001259,0
ORD-00003792,0
ORD-00002923,0
ORD-00009088,0
ORD-00005198,1
ORD-00000135,0
ORD-00006595,0
ORD-00004534,0
ORD-00011613,0
ORD-00000919,0
ORD-00000690,0
ORD-00011806,1
ORD-00002441,0
ORD-00008371,1
ORD-00009328,0
ORD-00006109,0
ORD-00003033,0
ORD-00003703,0
ORD-00009563,1
ORD-00011019,0
ORD-00003527,0
ORD-00008716,0
ORD-00010614,0
ORD-00003381,1
ORD-00002888,0
ORD-00002617,0
ORD-00010033,0
ORD-00005317,0
ORD-00011363,0
ORD-00002008,1
ORD-00004728,0
ORD-00007244,0
ORD-00011559,0
ORD-00000883,1
ORD-00011512,0
ORD-00011827,0
ORD-00005201,0
ORD-00007790,0
ORD-00011349,0
ORD-00008088,0
ORD-00002256,1
ORD-00005458,0
ORD-00005182,0
ORD-00000013,0
ORD-00000715,1
ORD-00002663,0
ORD-00000303,0
ORD-00010426,0
ORD-00002113,0
ORD-00008094,0
ORD-00001898,0
ORD-00010690,0
ORD-00006472,1
ORD-00010413,0
ORD-00003920,0
ORD-00006332,0
ORD-00003704,0
ORD-00010688,0
ORD-00004675,0
ORD-00002508,0
ORD-00006107,0
ORD-00008828,0
ORD-00004220,0
ORD-00011202,0
ORD-00004965,1
ORD-00007688,1
ORD-00003789,1
ORD-00010992,0
ORD-00004169,0
ORD-00002773,0
ORD-00010759,0
ORD-00008648,0
ORD-00003188,0
ORD-00001826,0
ORD-00005791,0
ORD-00003730,0
ORD-00009711,0
ORD-00007807,0
ORD-00005339,0
ORD-00008427,0
ORD-00002014,0
ORD-00004584,0
ORD-00001264,0
ORD-00003011,0
ORD-00002744,0
ORD-00006244,0
ORD-00010823,0
ORD-00007543,0
ORD-00002984,0
ORD-00000494,0
ORD-00000836,0
ORD-00009453,0
ORD-00005811,0
ORD-00000426,1
ORD-00002383,0
ORD-00001547,0
ORD-00011418,1
ORD-00000285,1
ORD-00005767,0
ORD-00006283,0
ORD-00004859,0
ORD-00004485,0
ORD-00001774,0
ORD-00006454,1
ORD-00010370,0
ORD-00010808,0
ORD-00005022,0
ORD-00004344,0
ORD-00009736,0
ORD-00005214,0
ORD-00006428,0
ORD-00008511,0
ORD-00003065,0
ORD-00006813,0
ORD-00010540,1
ORD-00010432,1
ORD-00007060,0
ORD-00009887,0
ORD-00002843,0
ORD-00002623,0
ORD-00000995,0
ORD-00009665,0
ORD-00001783,0
ORD-00000687,0
ORD-00011316,0
ORD-00009257,0
ORD-00004928,0
ORD-00010088,0
ORD-00010448,1
ORD-00003219,1
ORD-00002883,0
ORD-00001355,0
ORD-00002757,0
ORD-00005722,0
ORD-00001154,0
ORD-00001691,0
ORD-00005648,0
ORD-00004222,0
ORD-00003417,0
ORD-00008127,0
ORD-00006588,0
ORD-00002039,0
ORD-00005999,0
ORD-00004498,0
ORD-00005328,0
ORD-00002532,1
ORD-00007073,0
ORD-00002317,1
ORD-00000874,0
ORD-00011076,0
ORD-00010912,0
ORD-00003113,0
ORD-00002874,0
ORD-00010656,0
ORD-00003606,0
ORD-00000499,0
ORD-00004130,1
ORD-00005338,1
ORD-00007671,0
ORD-00003382,0
ORD-00006005,0
ORD-00008514,0
ORD-00011921,0
ORD-00009262,0
ORD-00002387,0
ORD-00005126,0
ORD-00006573,0
ORD-00000033,0
ORD-00005636,0
ORD-00005118,0
ORD-00000251,0
ORD-00009311,0
ORD-00008999,0
ORD-00011911,0
ORD-00007613,0
ORD-00001029,0
ORD-00005434,0
ORD-00003024,0
ORD-00002907,0
ORD-00007534,0
ORD-00008705,0
ORD-00009580,0
ORD-00005676,0
ORD-00002978,0
ORD-00002779,0
ORD-00011167,0
ORD-00000312,0
ORD-00011101,0
ORD-00010938,1
ORD-00011265,0
ORD-00008029,0
ORD-00003457,0
ORD-00008986,0
ORD-00009055,0
ORD-00010419,0
ORD-00005877,0
ORD-00006081,0
ORD-00010506,0
ORD-00009761,0
ORD-00010196,0
ORD-00010317,0
ORD-00002847,0
ORD-00010223,0
ORD-00003410,0
ORD-00007631,1
ORD-00004601,0
ORD-00004117,0
ORD-00004834,0
ORD-00002006,0
ORD-00004634,0
ORD-00009978,0
ORD-00005238,0
ORD-00007381,0
ORD-00008809,0
ORD-00003114,0
ORD-00000791,0
ORD-00003144,1
ORD-00001514,0
ORD-00001125,0
ORD-00009477,0
ORD-00002691,0
ORD-00009296,0
ORD-00010087,0
ORD-00001749,0
ORD-00005137,0
ORD-00009264,1
ORD-00003237,0
ORD-00008721,0
ORD-00011071,0
ORD-00002866,0
ORD-00001440,0
ORD-00010318,0
ORD-00001344,0
ORD-00003028,0
ORD-00009673,0
ORD-00006275,0
ORD-00008151,0
ORD-00004968,0
ORD-00003159,0
ORD-00008141,0
ORD-00007332,0
ORD-00005346,0
ORD-00004006,0
ORD-00002627,0
ORD-00005741,0
ORD-00005300,0
ORD-00007273,0
ORD-00006045,0
ORD-00002695,0
ORD-00009408,0
ORD-00010291,0
ORD-00002569,0
ORD-00008192,0
ORD-00009551,0
ORD-00006434,1
ORD-00011009,0
ORD-00000470,0
ORD-00005387,1
ORD-00010758,0
ORD-00007028,0
ORD-00001429,0
ORD-00005119,0
ORD-00000641,0
ORD-00002312,0
ORD-00000034,0
ORD-00007641,0
ORD-00003126,0
ORD-00005228,0
ORD-00010452,0
ORD-00009770,0
ORD-00011450,0
ORD-00003059,0
ORD-00011156,0
ORD-00000506,0
ORD-00001969,1
ORD-00000608,1
ORD-00004720,0
ORD-00007872,0
ORD-00010483,0
ORD-00002716,0
ORD-00000563,0
ORD-00003306,0
ORD-00004273,0
ORD-00000337,0
ORD-00001630,0
ORD-00009120,0
ORD-00000567,0
ORD-00001943,0
ORD-00003779,0
ORD-00005094,0
ORD-00010965,0
ORD-00003141,1
ORD-00007656,0
ORD-00009815,0
ORD-00002010,0
ORD-00003082,0
ORD-00004398,0
ORD-00005750,1
ORD-00010418,0
ORD-00003093,0
ORD-00004618,0
ORD-00004547,0
ORD-00006999,1
ORD-00009336,0
ORD-00011419,0
ORD-00000752,0
ORD-00000475,0
ORD-00003716,0
ORD-00002901,0
ORD-00011184,0
ORD-00004146,0
ORD-00000300,0
ORD-00000455,0
ORD-00001479,0
ORD-00010155,0
ORD-00000794,0
ORD-00003221,0
ORD-00006432,0
ORD-00004953,0
ORD-00010651,0
ORD-00008494,0
ORD-00001218,0
ORD-00011941,0
ORD-00000672,0
ORD-00005363,1
ORD-00007484,0
ORD-00009669,0
ORD-00003720,0
ORD-00000727,0
ORD-00006482,1
ORD-00009194,0
ORD-00004097,0
ORD-00009273,0
ORD-00000446,1
ORD-00000233,1
ORD-00001538,0
ORD-00005660,0
ORD-00010249,1
ORD-00005331,1
ORD-00011905,0
ORD-00000915,1
ORD-00008871,0
ORD-00006973,0
ORD-00008561,0
ORD-00006138,0
ORD-00001829,0
ORD-00005247,1
ORD-00007089,0
ORD-00003686,0
ORD-00006447,0
ORD-00010589,0
ORD-00000082,1
ORD-00006565,0
ORD-00001583,0
ORD-00010471,0
ORD-00006359,0
ORD-00011802,0
ORD-00002944,0
ORD-00001666,0
ORD-00009242,0
ORD-00002242,0
ORD-00001395,0
ORD-00009859,0
ORD-00011395,0
ORD-00009231,0
ORD-00007827,0
ORD-00003278,0
ORD-00006912,0
ORD-00002778,0
ORD-00010416,0
ORD-00001233,0
ORD-00004040,1
ORD-00004956,1
ORD-00007525,0
ORD-00008164,0
ORD-00003581,0
ORD-00005099,0
ORD-00006904,0
ORD-00007798,0
ORD-00001941,0
ORD-00009009,0
ORD-00005823,0
ORD-00006572,0
ORD-00009149,1
ORD-00008068,0
ORD-00007764,0
ORD-00008918,0
ORD-00004817,0
ORD-00004053,0
ORD-00002395,0
ORD-00000069,1
ORD-00009463,0
ORD-00006591,0
ORD-00011603,0
ORD-00006758,0
ORD-00004325,1
ORD-00004682,0
ORD-00006272,0
ORD-00010450,0
